the_geom,NAME,ACRES,PARKID,NEW_CLASS
"MULTIPOLYGON (((-83.0105403312315 42.36965964715968, -83.0096228536991 42.370005642135055, -83.00963119032217 42.37001757967865, -83.00962374496692 42.37002113311284, -83.0091702893764 42.37020511833016, -83.00830185815586 42.369030064037894, -83.00891219282148 42.36880333891404, -83.00918994661103 42.36918820491132, -83.01002690336298 42.368874033226, -83.0105403312315 42.36965964715968)))",Sylvester-Seyburn,3.92,417,Neighborhood
"MULTIPOLYGON (((-83.21984606331455 42.39204404899209, -83.21984113387177 42.39204490978935, -83.21939384276357 42.39205314033305, -83.21895760514145 42.39206148081747, -83.21895768885857 42.392056928797565, -83.21895101711625 42.39195214546075, -83.21857990697575 42.391959321470196, -83.21858780627393 42.392064117244104, -83.21858772252983 42.39206866926371, -83.2181797327943 42.39207729230869, -83.21814882040778 42.39155431063355, -83.21981512025022 42.39152197817424, -83.21984606331455 42.39204404899209)))",Rosemont-Acacia,1.88,328,Mini
"MULTIPOLYGON (((-82.94519409391295 42.363551355329044, -82.94520277436351 42.36360154806634, -82.94514248354291 42.363660893940505, -82.9443389954045 42.36394951248887, -82.94427624444782 42.36395510056698, -82.94419499326803 42.36391037273967, -82.94372628997827 42.36319421558671, -82.94472417505045 42.362834276560584, -82.94519409391295 42.363551355329044)))",Hansen,2.2,13,Mini
"MULTIPOLYGON (((-83.01944233597483 42.432529074945855, -83.01803549318933 42.43255609749585, -83.01802100108883 42.43216150061364, -83.01847328636619 42.43154037279565, -83.01915019039501 42.431524696005496, -83.01917073185763 42.432266573298676, -83.0194322795461 42.43225486393294, -83.01943225987945 42.43225577430378, -83.01944233597483 42.432529074945855)))",Robinwood,2.45,153,Mini
"MULTIPOLYGON (((-83.18324981055764 42.395384686424585, -83.1819092690921 42.39539893889492, -83.18185029645848 42.395399234306495, -83.1817925866337 42.395397721703965, -83.1817336485754 42.39539619625831, -83.18167595604447 42.3953937731982, -83.18161705257086 42.395390426895425, -83.18155937733968 42.395387093377806, -83.18150417587746 42.395382875065216, -83.18156224351684 42.39484806068941, -83.18156355819079 42.39484352151352, -83.18322773266205 42.39479986501762, -83.18324989688381 42.39538013443182, -83.18324981055764 42.395384686424585)))",Sawyer,2.17,163,Mini
"MULTIPOLYGON (((-83.11839245412409 42.33541832215128, -83.11744582730492 42.33580492144817, -83.11690828154413 42.335067798565504, -83.11785490051966 42.33468120375033, -83.11839245412409 42.33541832215128)))",Szafraniec,2.05,182,Mini
"MULTIPOLYGON (((-83.1332798362443 42.38861734135534, -83.1313985759057 42.389332648285155, -83.1313973838391 42.38933081414579, -83.13111705186694 42.38890980533918, -83.13111585981669 42.38890797119682, -83.1329958645142 42.38819356599252, -83.13299705660606 42.38819540011517, -83.13327864413608 42.38861550723568, -83.1332798362443 42.38861734135534)))",Zussman,2.38,208,Mini
"MULTIPOLYGON (((-83.01819425296614 42.36381639758048, -83.01711013664281 42.364208734111315, -83.01665617937547 42.36351036511533, -83.01774030609502 42.36311712254242, -83.01819425296614 42.36381639758048)))",Bradley,2.21,21,Mini
"MULTIPOLYGON (((-83.06170337613248 42.36181437256843, -83.0606801183187 42.362188698600775, -83.06019217452649 42.36144914123163, -83.06121419561055 42.361074805475745, -83.06170337613248 42.36181437256843)))",Peck,2.12,232,Mini
"MULTIPOLYGON (((-83.10915144616173 42.44383494563222, -83.10759184155063 42.44386776307449, -83.10756697583079 42.44315085423873, -83.10756699421418 42.44314994385355, -83.10860027965124 42.443122229831324, -83.10860026128294 42.44312314021669, -83.10915144616173 42.44383494563222)))",Hunt,2.24,239,Mini
"MULTIPOLYGON (((-83.03982322248032 42.41617771112947, -83.03937932461051 42.416189827652964, -83.03938020455647 42.41620622875212, -83.03915765087794 42.41621182400014, -83.03915894568482 42.4162664751957, -83.03906672197212 42.41626903999697, -83.0390695826823 42.41636559714366, -83.03916180653763 42.416363032340065, -83.03917728952871 42.41690593149874, -83.03873215772285 42.41691803113838, -83.0386973089217 42.41561091111775, -83.03980755110518 42.41558563745405, -83.03982322248032 42.41617771112947)))",Luce-St. Louis,2.19,278,Mini
"MULTIPOLYGON (((-83.22355198910014 42.37575757309589, -83.22293283160002 42.37576863884779, -83.22231737414617 42.37577882794372, -83.22231745759645 42.375774275919625, -83.22231421517294 42.375683185937426, -83.22231110627972 42.37558481271636, -83.22230799739627 42.375486439495006, -83.22230490521277 42.375387155868545, -83.22230179634894 42.37528878264661, -83.2222987041851 42.37518949901957, -83.22229559534088 42.375091125797056, -83.2222925031967 42.37499184216943, -83.22229157577766 42.37497544250718, -83.22229771499137 42.37497550438326, -83.22321659177256 42.37496017636972, -83.22319882453876 42.374388157643374, -83.2231989079229 42.37438360561848, -83.22348758166852 42.3743792278891, -83.22348749830543 42.374383779914204, -83.22349192018882 42.3744776134427, -83.22349624205025 42.37457690940093, -83.223501808435 42.37467530731597, -83.2235061469983 42.37477369286841, -83.22351046890286 42.3748729888255, -83.22351480749353 42.374971374377225, -83.2235191460979 42.37506975992855, -83.22352469589042 42.37516906824645, -83.22352903452409 42.375267453797015, -83.22353335649925 42.37536674975221, -83.2235376951603 42.375465135302036, -83.22354203383506 42.37556352085148, -83.22354758370788 42.375662829167226, -83.22355198910014 42.37575757309589)))",Greenview-Wadsworth,2.48,280,Mini
"MULTIPOLYGON (((-82.9996037852617 42.36690592754247, -82.99904628369318 42.36713050747681, -82.99812139531471 42.365852704034104, -82.99812387050025 42.3658518232637, -82.9986763138899 42.365633561263216, -82.99868126422787 42.36563179969818, -82.9996037852617 42.36690592754247)))",Mollicone,2.19,281,Mini
"MULTIPOLYGON (((-83.03615284036063 42.37242770299617, -83.03535698832948 42.372718872575184, -83.0353510242799 42.37271060721565, -83.03515945265399 42.372422431392344, -83.03504945557303 42.37234009766801, -83.03496528877865 42.37237098157089, -83.03495934423552 42.372361805815636, -83.03481537028404 42.37214521469331, -83.035701580241 42.3718205053641, -83.03575544555527 42.371828421639506, -83.036012467738 42.37221479805721, -83.03614689563754 42.37241852730308, -83.03615284036063 42.37242770299617)))",Callahan,2.19,28,Mini
"MULTIPOLYGON (((-83.21579864672795 42.44079251721396, -83.21483554284733 42.44082009484411, -83.2147955799193 42.43972245020313, -83.21479803815141 42.43972247511565, -83.21575620863428 42.43969484801865, -83.21575866686568 42.439694872910394, -83.21579864672795 42.44079251721396)))",Fargo-Oakfield,2.39,294,Mini
"MULTIPOLYGON (((-83.1056299533885 42.36986966103337, -83.10436046639826 42.37034271963905, -83.10414575397425 42.37002982049032, -83.10420144327536 42.37000858557203, -83.10395573294818 42.369649811767154, -83.10517815143069 42.369196267819284, -83.1056299533885 42.36986966103337)))",Yates,2.36,463,Mini
"MULTIPOLYGON (((-83.0107838665097 42.44054141585582, -83.00916240315665 42.44059217782869, -83.009146144702 42.440040156723136, -83.01076390648421 42.43998935099374, -83.0107838665097 42.44054141585582)))",Manning-Beland,2.06,361,Mini
"MULTIPOLYGON (((-83.01997300305122 42.36975827049742, -83.01975032865815 42.370061592380885, -83.01956115432563 42.370121269055666, -83.01914649366192 42.370272972287445, -83.01919050395307 42.37033905825199, -83.01917812862159 42.370343464399355, -83.01886741877992 42.37045815493167, -83.01885504340203 42.3704625610438, -83.01836158860871 42.369713647484815, -83.01837396387296 42.3697092414264, -83.01868465123613 42.369595462615145, -83.0186970461118 42.36959014614915, -83.0187374509915 42.369652547070544, -83.01915212817934 42.36949993495839, -83.0192603111927 42.36966512797869, -83.01978390792674 42.369472828964184, -83.01997300305122 42.36975827049742)))",Johnson,2.03,413,Mini
"MULTIPOLYGON (((-83.20292834344718 42.441058482433576, -83.20176609204017 42.44108482084778, -83.20172846916853 42.440137438021395, -83.20173092741177 42.44013746321652, -83.2022966633993 42.440125048682376, -83.2028869985797 42.44011197263599, -83.20288945682239 42.44011199780607, -83.20292834344718 42.441058482433576)))",Liuzzo,2.49,416,Mini
"MULTIPOLYGON (((-83.09644656325352 42.34787364187325, -83.09627208764425 42.34792529093857, -83.09614771794709 42.3476451684525, -83.09550784735846 42.3478451804134, -83.09524456538368 42.347391487590066, -83.09616122222012 42.34710581037228, -83.09644656325352 42.34787364187325)))",Ewald,1.2,63,Mini
"MULTIPOLYGON (((-83.09872852854895 42.30013049120028, -83.0980316028817 42.299270755470374, -83.09814359999382 42.299384209451155, -83.09819707211763 42.29943761953308, -83.09841081357895 42.29965880521352, -83.09874668608853 42.300013560887045, -83.09891412467888 42.30019281958616, -83.09859374064362 42.30055141116987, -83.09818991294469 42.301016807719655, -83.09799104092004 42.301165579822985, -83.09792212157225 42.30119227248187, -83.09669450136838 42.301672875271876, -83.09661818711147 42.3016995723507, -83.09625202298074 42.30184840460684, -83.09611469251172 42.301642370058865, -83.0958168325785 42.301188454033955, -83.09556518454175 42.30092148302973, -83.09514544911029 42.30055525414425, -83.09460384032757 42.300089841003086, -83.09419152487811 42.299769485185664, -83.09390909004834 42.299517696699404, -83.09381001635809 42.29943377033669, -83.09365744930487 42.29901796925568, -83.09367307486838 42.29878916128272, -83.09398575886206 42.29858692513159, -83.09519894862571 42.298133037408974, -83.0960076956235 42.29780113683282, -83.09625171358459 42.297705774387886, -83.09632591484738 42.297768980691295, -83.09611573976262 42.29790496505842, -83.09872852854895 42.30013049120028)))",Fort Wayne,80.75,500,Community
"MULTIPOLYGON (((-83.02106962334341 42.34481003117955, -83.02333602542464 42.34407630101545, -83.02297162964256 42.344235623493574, -83.0229001629547 42.34423440131249, -83.02108599810411 42.34483619380047, -83.02106962334341 42.34481003117955)), ((-83.02106962334341 42.34481003117955, -83.02103677326923 42.34482066567774, -83.02046920773124 42.34501296281351, -83.02106402468358 42.34480108596756, -83.02106962334341 42.34481003117955)), ((-83.02046920773124 42.34501296281351, -83.01934403595168 42.34541374230739, -83.01933406616637 42.34539754857022, -83.02046920773124 42.34501296281351)), ((-83.01934403595168 42.34541374230739, -83.01934416621182 42.345413953886684, -83.01933363688467 42.345417446317164, -83.01934403595168 42.34541374230739)), ((-83.01942573265886 42.345630676766554, -83.01946864331575 42.34561613894887, -83.01934416621182 42.345413953886684, -83.02108599810411 42.34483619380047, -83.02145307823054 42.34542268626428, -83.02383189624436 42.34459503731416, -83.02346836265039 42.34403345592958, -83.02333602542464 42.34407630101545, -83.02576343545556 42.343014929173336, -83.02596976603188 42.34332012695867, -83.02615269127658 42.34359478125341, -83.02622937142952 42.34381984302074, -83.026236528861 42.34405250894928, -83.02619144776536 42.34426227567568, -83.0260236590543 42.344590351715595, -83.02581723158787 42.34495271574926, -83.0256185427079 42.34494511036718, -83.02527538091064 42.34499089854422, -83.02316967172658 42.34590638790554, -83.021659475826 42.3466044552812, -83.02144578906226 42.34665018413296, -83.0210944147974 42.34673411444263, -83.02085800444793 42.34676079795997, -83.02056814574864 42.3467341200829, -83.0202938433541 42.346627348898295, -83.02005705644955 42.34645188782628, -83.01978282571169 42.34616579012897, -83.01942573265886 42.345630676766554)))",Young,22.96,499,Neighborhood
"MULTIPOLYGON (((-83.26105224319927 42.38512086275797, -83.26096218846729 42.38474171316551, -83.25884838782741 42.38501762601887, -83.25847214381268 42.383433282089634, -83.25861336577611 42.38169046930301, -83.25633370591055 42.381722707779566, -83.2553418577893 42.38168575221823, -83.25468370085198 42.38148853814086, -83.25428767400365 42.381021358328105, -83.25417126021854 42.379303278703176, -83.26082717834726 42.37915027024097, -83.26105224319927 42.38512086275797)))",Outer Drive-Fullerton,0,344,Community
"MULTIPOLYGON (((-83.13036450544304 42.29867954568037, -83.13036826599482 42.298684917839545, -83.13218459776121 42.29798417788713, -83.13238955501795 42.29827695709043, -83.13178403735152 42.29844916387471, -83.13199076000026 42.2986525635657, -83.13062656219641 42.299129399708846, -83.13036450544304 42.29867954568037)))",Higgins,2.9,0,Mini
"MULTIPOLYGON (((-82.96111137929718 42.354711528586456, -82.96279863957838 42.35488921246521, -82.96657326708895 42.36097271445344, -82.96518705034785 42.36150441531565, -82.96058999587929 42.35491150307793, -82.96111137929718 42.354711528586456)))",Engel-Riverside,35.13,67,Community
"MULTIPOLYGON (((-82.96511819831252 42.355153081674985, -82.96707494047354 42.3550988259609, -82.96984662916431 42.35877861423917, -82.9719222934249 42.35813773004391, -82.97248428196919 42.359007044241466, -82.96833023143625 42.360406364236454, -82.96506624058387 42.35511323956262, -82.96508889411322 42.35510555547293, -82.96511819831252 42.355153081674985)))",St Jean-Vaughn Reid Marine Launch,18.69,68,Community
"MULTIPOLYGON (((-83.27008237671397 42.42798039560364, -83.26921191615821 42.42803055759202, -83.26883991066698 42.426709252013424, -83.26897031810482 42.42603701432681, -83.26928801004655 42.425952235222944, -83.2697185917635 42.4261906524884, -83.26959128194312 42.42668722589161, -83.27008237671397 42.42798039560364)))",Grayfield-Glenhurst,2.4,375,
"MULTIPOLYGON (((-83.10085351783354 42.43909527373864, -83.10046849165214 42.43910879670982, -83.10045826261201 42.43894900130595, -83.1008432878092 42.43893547836929, -83.10085351783354 42.43909527373864)))",Keating-State Fair,0,0,
"MULTIPOLYGON (((-83.18251830691999 42.37584117474821, -83.18278883206244 42.375843995745754, -83.1828741676559 42.37847805353766, -83.18253694825886 42.37842438178138, -83.18251783128179 42.37586624758095, -83.18251830691999 42.37584117474821)))",Shirley-Plymouth,2.2,309,Mini
"MULTIPOLYGON (((-83.12515757767457 42.38993015087834, -83.12507515437923 42.389838409823895, -83.12408168658403 42.39032887534932, -83.1236560291262 42.38985508468271, -83.12469353667345 42.38939730297125, -83.12515757767457 42.38993015087834)))",Stewart (DPS),5.57,506,Neighborhood
"MULTIPOLYGON (((-82.9643751791213 42.42902299075653, -82.96366330564544 42.429064364279, -82.96358449609079 42.42832011671158, -82.96429636112464 42.428278743681616, -82.9643751791213 42.42902299075653)))",Brewer (DPS),3.2,506,Neighborhood
"MULTIPOLYGON (((-83.15090982597248 42.40015764671117, -83.15083285349772 42.40015885968233, -83.15083284619978 42.40015860528108, -83.15090982597248 42.40015764671117)), ((-83.15083284619978 42.40015860528108, -83.15021234249133 42.40016633003004, -83.15016454825133 42.39814696425522, -83.15077486589554 42.39813734840909, -83.15083284619978 42.40015860528108)))",Clinton (DPS),4.07,504,Neighborhood
